iter	Logloss
737	0.2036304645
738	0.2035086523
739	0.2034203217
740	0.2032667402
741	0.2031237544
742	0.2030182514
743	0.2029253149
744	0.2028339064
745	0.2026482022
746	0.2026080343
747	0.2025352157
748	0.2024041504
749	0.2021929217
750	0.2020840789
751	0.2019054703
752	0.2018373548
753	0.2016860798
754	0.2014369681
755	0.2013049064
756	0.2012026307
757	0.2010276353
758	0.2009346631
759	0.2008217563
760	0.2006859094
761	0.2005863395
762	0.2004388857
763	0.2001649968
764	0.2000549722
765	0.2000040704
766	0.1999490685
767	0.1998388018
768	0.1996739878
769	0.1995340331
770	0.1994580212
771	0.1993605836
772	0.1992299277
773	0.199173238
774	0.1991106998
775	0.1988771295
776	0.1987275453
777	0.1986195866
778	0.1985836537
779	0.1983156027
780	0.1981705694
781	0.1980040132
782	0.1978646564
783	0.1977282062
784	0.1976428423
785	0.1975313637
786	0.1973267425
787	0.1970778823
788	0.1968491647
789	0.1966466863
790	0.1964678474
791	0.1963738002
792	0.1963154242
793	0.1961616299
794	0.1959945624
795	0.1958382853
796	0.1957160861
797	0.1955873071
798	0.195486039
799	0.1954484853
800	0.195340515
801	0.1951549948
802	0.1950009939
803	0.1948265702
804	0.1946807867
805	0.194464644
806	0.1942482949
807	0.1941614174
808	0.1940389587
809	0.1939004811
810	0.1937845782
811	0.1936674581
812	0.1935918821
813	0.1934483048
814	0.1932283285
815	0.1930894873
816	0.1930229563
817	0.1929160148
818	0.1927881455
819	0.1927400764
820	0.1927046237
821	0.1926498025
822	0.1925008121
823	0.1923478567
824	0.1922910666
825	0.19214201
826	0.1920040131
827	0.1919131677
828	0.1917168451
829	0.1915980558
830	0.191273883
831	0.1912159007
832	0.1909839809
833	0.1908361496
834	0.1907497549
835	0.1907104007
836	0.190648535
837	0.1905012746
838	0.1903734062
839	0.1903176642
840	0.1902652085
841	0.1901556078
842	0.1899235857
843	0.1896725393
844	0.1894305592
845	0.1892784494
846	0.1891747961
847	0.1890744224
848	0.1888871267
849	0.1888290838
850	0.1887519114
851	0.1886834093
852	0.1885714801
853	0.1884191806
854	0.1883184712
855	0.1882281562
856	0.1882077802
857	0.188141366
858	0.1880567724
859	0.1878941768
860	0.1876005923
861	0.1875425853
862	0.1873518204
863	0.1872134222
864	0.1870915579
865	0.1868269881
866	0.1866784462
867	0.186638345
868	0.1865722163
869	0.1863009951
870	0.1861865241
871	0.1861303873
872	0.1860112533
873	0.1859935344
874	0.185790022
875	0.1857445408
876	0.1854444787
877	0.1852566877
878	0.1851499965
879	0.1850818017
880	0.1849760263
881	0.1847713146
882	0.1847088891
883	0.1845348834
884	0.1844519436
885	0.1842379659
886	0.1841107545
887	0.1840614485
888	0.1839144642
889	0.1838109722
890	0.1837113768
891	0.1835273817
892	0.1834903315
893	0.1834500331
894	0.1833791106
895	0.1832105457
896	0.183057228
897	0.182932669
898	0.1828443377
899	0.1827964194
900	0.1826526835
901	0.182611508
902	0.1825385267
903	0.1824469402
904	0.1823161447
905	0.1820855818
906	0.1819414034
907	0.1817780881
908	0.1816406557
909	0.1815364605
910	0.1814831367
911	0.1813714413
912	0.1813300329
913	0.1811720364
914	0.1809962245
915	0.1808558172
916	0.1807438717
917	0.1806086173
918	0.1805576157
919	0.1804218686
920	0.1803758011
921	0.1802352584
922	0.179950435
923	0.1798383053
924	0.179718898
925	0.1796771801
926	0.179541606
927	0.1793259106
928	0.179155553
929	0.1790575567
930	0.1789420241
931	0.1787620597
932	0.1786527495
933	0.1785535378
934	0.1783839346
935	0.1782501241
936	0.1781436936
937	0.1779515518
938	0.1778970153
939	0.177854157
940	0.1776251228
941	0.1774986635
942	0.1773519655
943	0.1771830955
944	0.1771606651
945	0.176899039
946	0.176799201
947	0.1767409896
948	0.1765734233
949	0.1764585326
950	0.1762770332
951	0.1762227498
952	0.1759944267
953	0.1759815687
954	0.1758394205
955	0.1756712971
956	0.1754870094
957	0.1753815769
958	0.17522434
959	0.1750248482
960	0.1749689093
961	0.1747953162
962	0.1747411651
963	0.1745371641
964	0.1744392282
965	0.1742640135
966	0.1741710878
967	0.174111649
968	0.1739626946
969	0.1738402062
970	0.1737596344
971	0.1736608639
972	0.173654633
973	0.1735525817
974	0.1734069386
975	0.17329434
976	0.1730947587
977	0.1729316373
978	0.1727266254
979	0.1726968458
980	0.172513393
981	0.1723754375
982	0.1722746237
983	0.1721783514
984	0.1720186589
985	0.1719049403
986	0.1717794155
987	0.1716781097
988	0.1716182058
989	0.1715430011
990	0.1714457767
991	0.1712497434
992	0.171101354
993	0.1710252416
994	0.1710071601
995	0.1708789695
996	0.1708003318
997	0.1706720668
998	0.1704467718
999	0.1704202215
